ID,hour,holiday,maxtemp,mintemp,load,sixhour,day
2364,0.521,0.0,0.259,0.286,7.9459,8.0829,6.9991
2365,0.5632,0.0,0.259,0.286,7.8197,8.2254,6.9958
2366,0.6055,0.0,0.259,0.286,7.7153,8.3022,6.9926
2367,0.6475,0.0,0.259,0.286,7.7631,8.2852,6.9887
2368,0.6898,0.0,0.259,0.286,7.8836,8.1218,6.9878
2369,0.7315,0.0,0.259,0.286,8.3387,7.7993,6.9921
2370,0.774,0.0,0.259,0.286,8.977,7.2749,6.9917
2371,0.8155,0.0,0.259,0.286,8.6749,6.7361,6.9879
2372,0.8582,0.0,0.259,0.286,8.1758,6.2313,6.9824
2373,0.9,0.0,0.259,0.286,7.6614,5.7868,6.9757
2374,0.942,0.0,0.259,0.286,6.9034,5.4584,6.9712
2375,0.9845,0.0,0.259,0.286,6.4035,5.2228,6.9684
2376,0.016,0.0,0.333,0.476,5.8307,5.1739,6.9679
2377,0.0582,0.0,0.333,0.476,5.4421,5.3664,6.9652
2378,0.1005,0.0,0.333,0.476,5.1465,5.7096,6.961
2379,0.1423,0.0,0.333,0.476,4.9946,6.1403,6.9554
2380,0.1847,0.0,0.333,0.476,4.9331,6.6027,6.9511
2381,0.2265,0.0,0.333,0.476,4.9901,7.0712,6.9472
2382,0.269,0.0,0.333,0.476,5.5369,7.4647,6.9437
2383,0.3105,0.0,0.333,0.476,6.5971,7.6554,6.9342
2384,0.353,0.0,0.333,0.476,7.2055,7.7272,6.9247
2385,0.395,0.0,0.333,0.476,7.5792,7.7425,6.9204
2386,0.437,0.0,0.333,0.476,7.7077,7.7682,6.916
2387,0.4795,0.0,0.333,0.476,7.8006,7.8752,6.9119
2388,0.521,0.0,0.333,0.476,7.8981,8.0533,6.9069
2389,0.5632,0.0,0.333,0.476,7.7413,8.1935,6.9018
2390,0.6055,0.0,0.333,0.476,7.6365,8.2615,6.8938
2391,0.6475,0.0,0.333,0.476,7.6709,8.233,6.8849
2392,0.6898,0.0,0.333,0.476,7.8618,8.0552,6.8726
2393,0.7315,0.0,0.333,0.476,8.4427,7.7043,6.8543
2394,0.774,0.0,0.333,0.476,8.9667,7.1796,6.8425
2395,0.8155,0.0,0.333,0.476,8.5823,6.6454,6.8397
2396,0.8582,0.0,0.333,0.476,8.0446,6.1458,6.838
2397,0.9,0.0,0.333,0.476,7.5,5.7057,6.8376
2398,0.942,0.0,0.333,0.476,6.7952,5.3782,6.8368
2399,0.9845,0.0,0.333,0.476,6.337,5.1383,6.8373
2400,0.016,0.0,0.481,0.524,5.8184,5.0774,6.8363
2401,0.0582,0.0,0.481,0.524,5.3775,5.2424,6.8366
2402,0.1005,0.0,0.481,0.524,5.0467,5.5645,6.838
2403,0.1423,0.0,0.481,0.524,4.8593,6.0006,6.8415
2404,0.1847,0.0,0.481,0.524,4.8302,6.4622,6.8431
2405,0.2265,0.0,0.481,0.524,4.8979,6.9296,6.8446
2406,0.269,0.0,0.481,0.524,5.4528,7.3174,6.845
2407,0.3105,0.0,0.481,0.524,6.3676,7.5258,6.8461
2408,0.353,0.0,0.481,0.524,6.9791,7.6035,6.8496
2409,0.395,0.0,0.481,0.524,7.4759,7.6005,6.8561
2410,0.437,0.0,0.481,0.524,7.5998,7.5949,6.8639
2411,0.4795,0.0,0.481,0.524,7.7023,7.6452,6.8698
2412,0.521,0.0,0.481,0.524,7.7796,7.7956,6.8738
2413,0.5632,0.0,0.481,0.524,7.6182,7.9452,6.8777
2414,0.6055,0.0,0.481,0.524,7.4453,8.0382,6.8794
2415,0.6475,0.0,0.481,0.524,7.4575,8.0435,6.877
2416,0.6898,0.0,0.481,0.524,7.5665,7.912,6.8727
2417,0.7315,0.0,0.481,0.524,8.0041,7.6363,6.8659
2418,0.774,0.0,0.481,0.524,8.6821,7.155,6.8606
2419,0.8155,0.0,0.481,0.524,8.5158,6.6331,6.8555
2420,0.8582,0.0,0.481,0.524,8.0029,6.1457,6.8485
2421,0.9,0.0,0.481,0.524,7.4897,5.7213,6.8423
2422,0.942,0.0,0.481,0.524,6.7776,5.4034,6.8376
2423,0.9845,0.0,0.481,0.524,6.3496,5.1673,6.8383
2424,0.016,0.0,0.333,0.286,5.7943,5.1119,6.8411
2425,0.0582,0.0,0.333,0.286,5.3847,5.2801,6.843
2426,0.1005,0.0,0.333,0.286,5.078,5.6109,6.8427
2427,0.1423,0.0,0.333,0.286,4.9434,6.0592,6.8389
2428,0.1847,0.0,0.333,0.286,4.8704,6.5451,6.8346
2429,0.2265,0.0,0.333,0.286,4.9331,7.0304,6.8265
2430,0.269,0.0,0.333,0.286,5.462,7.4326,6.8069
2431,0.3105,0.0,0.333,0.286,6.3936,7.6525,6.7631
2432,0.353,0.0,0.333,0.286,7.0629,7.723,6.7085
2433,0.395,0.0,0.333,0.286,7.6335,7.684,6.6623
2434,0.437,0.0,0.333,0.286,7.7857,7.6301,6.6256
2435,0.4795,0.0,0.333,0.286,7.8446,7.6297,6.5911
2436,0.521,0.0,0.333,0.286,7.8756,7.7428,6.5578
2437,0.5632,0.0,0.333,0.286,7.713,7.8562,6.5253
2438,0.6055,0.0,0.333,0.286,7.4855,7.9145,6.4954
2439,0.6475,0.0,0.333,0.286,7.3998,7.9047,6.4652
2440,0.6898,0.0,0.333,0.286,7.4621,7.772,6.4391
2441,0.7315,0.0,0.333,0.286,7.8423,7.5258,6.4193
2442,0.774,0.0,0.333,0.286,8.5544,7.077,6.3982
2443,0.8155,0.0,0.333,0.286,8.3934,6.5832,6.3733
2444,0.8582,0.0,0.333,0.286,7.835,6.1223,6.3503
2445,0.9,0.0,0.333,0.286,7.3409,5.7076,6.3277
2446,0.942,0.0,0.333,0.286,6.6659,5.391,6.3125
2447,0.9845,0.0,0.333,0.286,6.3653,5.12,6.3015
2448,0.016,1.0,0.259,0.238,5.8613,4.9752,6.2947
2449,0.0582,1.0,0.259,0.238,5.431,4.9602,6.2892
2450,0.1005,1.0,0.259,0.238,5.0696,5.0742,6.2852
2451,0.1423,1.0,0.259,0.238,4.8524,5.3531,6.2801
2452,0.1847,1.0,0.259,0.238,4.7667,5.7091,6.2733
2453,0.2265,1.0,0.259,0.238,4.7388,6.0889,6.2647
2454,0.269,1.0,0.259,0.238,4.9927,6.4362,6.2495
2455,0.3105,1.0,0.259,0.238,5.3411,6.7017,6.2307
2456,0.353,1.0,0.259,0.238,5.7534,6.8704,6.2044
2457,0.395,1.0,0.259,0.238,6.5259,6.8956,6.1748
2458,0.437,1.0,0.259,0.238,6.9026,6.8845,6.1549
2459,0.4795,1.0,0.259,0.238,7.0174,6.9424,6.1443
2460,0.521,1.0,0.259,0.238,7.077,7.1043,6.1452
2461,0.5632,1.0,0.259,0.238,6.9336,7.2479,6.1535
2462,0.6055,1.0,0.259,0.238,6.7661,7.3344,6.1557
2463,0.6475,1.0,0.259,0.238,6.677,7.3546,6.1531
2464,0.6898,1.0,0.259,0.238,6.8357,7.2655,6.1503
2465,0.7315,1.0,0.259,0.238,7.365,7.0549,6.1444
2466,0.774,1.0,0.259,0.238,8.0484,6.6631,6.1345
2467,0.8155,1.0,0.259,0.238,7.7952,6.2472,6.1324
2468,0.8582,1.0,0.259,0.238,7.2851,5.8618,6.1352
2469,0.9,1.0,0.259,0.238,6.7982,5.5171,6.1419
2470,0.942,1.0,0.259,0.238,6.3011,5.2342,6.1458
2471,0.9845,1.0,0.259,0.238,6.1014,4.9725,6.1425
2472,0.016,1.0,0.259,0.238,5.6976,4.7942,6.1381
2473,0.0582,1.0,0.259,0.238,5.2998,4.726,6.1364
2474,0.1005,1.0,0.259,0.238,4.9725,4.751,6.137
2475,0.1423,1.0,0.259,0.238,4.73,4.9321,6.1422
2476,0.1847,1.0,0.259,0.238,4.6038,5.2355,6.1512
2477,0.2265,1.0,0.259,0.238,4.5311,5.6074,6.1668
2478,0.269,1.0,0.259,0.238,4.6283,6.0192,6.2042
2479,0.3105,1.0,0.259,0.238,4.8902,6.3927,6.2814
2480,0.353,1.0,0.259,0.238,5.1228,6.6757,6.3769
2481,0.395,1.0,0.259,0.238,5.8161,6.8087,6.4623
2482,0.437,1.0,0.259,0.238,6.4242,6.866,6.529
2483,0.4795,1.0,0.259,0.238,6.7627,6.9427,6.5819
2484,0.521,1.0,0.259,0.238,7.0992,7.0613,6.6241
2485,0.5632,1.0,0.259,0.238,7.1313,7.1638,6.6622
2486,0.6055,1.0,0.259,0.238,6.8208,7.2522,6.7101
2487,0.6475,1.0,0.259,0.238,6.6143,7.3096,6.7739
2488,0.6898,1.0,0.259,0.238,6.7676,7.2477,6.8439
2489,0.7315,1.0,0.259,0.238,7.2231,7.0476,6.9119
2490,0.774,1.0,0.259,0.238,7.8109,6.6776,6.9693
2491,0.8155,1.0,0.259,0.238,7.7463,6.2631,7.0174
2492,0.8582,1.0,0.259,0.238,7.3508,5.869,7.0603
2493,0.9,1.0,0.259,0.238,6.9588,5.5184,7.0967
2494,0.942,1.0,0.259,0.238,6.3959,5.2558,7.1235
2495,0.9845,1.0,0.259,0.238,6.0226,5.0696,7.1456
2496,0.016,0.0,0.407,0.286,5.5909,5.0585,7.163
2497,0.0582,0.0,0.407,0.286,5.2593,5.3061,7.179
2498,0.1005,0.0,0.407,0.286,4.9866,5.7107,7.1965
2499,0.1423,0.0,0.407,0.286,4.8551,6.2126,7.2135
2500,0.1847,0.0,0.407,0.286,4.8203,6.7465,7.2288
2501,0.2265,0.0,0.407,0.286,4.9055,7.2678,7.2428
2502,0.269,0.0,0.407,0.286,5.5243,7.6991,7.2562
2503,0.3105,0.0,0.407,0.286,6.7447,7.916,7.2666
2504,0.353,0.0,0.407,0.286,7.4143,8.0085,7.2728
2505,0.395,0.0,0.407,0.286,7.8668,8.0548,7.2746
2506,0.437,0.0,0.407,0.286,8.0236,8.1256,7.2706
2507,0.4795,0.0,0.407,0.286,8.0331,8.2626,7.2671
2508,0.521,0.0,0.407,0.286,8.1119,8.4422,7.2617
2509,0.5632,0.0,0.407,0.286,8.0461,8.5844,7.2548
2510,0.6055,0.0,0.407,0.286,7.9696,8.6531,7.2467
2511,0.6475,0.0,0.407,0.286,8.1444,8.6009,7.2331
2512,0.6898,0.0,0.407,0.286,8.4484,8.366,7.2152
2513,0.7315,0.0,0.407,0.286,8.855,7.9823,7.1991
2514,0.774,0.0,0.407,0.286,9.1896,7.4521,7.1922
2515,0.8155,0.0,0.407,0.286,8.8993,6.9094,7.1878
2516,0.8582,0.0,0.407,0.286,8.3815,6.4136,7.1838
2517,0.9,0.0,0.407,0.286,7.8316,5.9858,7.1785
2518,0.942,0.0,0.407,0.286,7.0388,5.677,7.1729
2519,0.9845,0.0,0.407,0.286,6.5527,5.4586,7.1651
2520,0.016,0.0,0.222,0.381,6.0089,5.4315,7.1569
2521,0.0582,0.0,0.222,0.381,5.6429,5.6568,7.1489
2522,0.1005,0.0,0.222,0.381,5.4069,6.0159,7.14
2523,0.1423,0.0,0.222,0.381,5.2646,6.4567,7.1311
2524,0.1847,0.0,0.222,0.381,5.1859,6.9137,7.1243
2525,0.2265,0.0,0.222,0.381,5.2425,7.3651,7.1178
2526,0.269,0.0,0.222,0.381,5.846,7.721,7.1102
2527,0.3105,0.0,0.222,0.381,6.9952,7.8684,7.1043
2528,0.353,0.0,0.222,0.381,7.5612,7.9042,7.0958
2529,0.395,0.0,0.222,0.381,7.9096,7.8888,7.0839
2530,0.437,0.0,0.222,0.381,7.9279,7.904,7.0739
2531,0.4795,0.0,0.222,0.381,7.9505,7.9904,7.0645
2532,0.521,0.0,0.222,0.381,7.9819,8.1642,7.0561
2533,0.5632,0.0,0.222,0.381,7.8794,8.3165,7.0478
2534,0.6055,0.0,0.222,0.381,7.7757,8.4015,7.0409
2535,0.6475,0.0,0.222,0.381,7.8174,8.3827,7.0342
2536,0.6898,0.0,0.222,0.381,8.019,8.1968,7.0291
2537,0.7315,0.0,0.222,0.381,8.4691,7.8464,7.0233
2538,0.774,0.0,0.222,0.381,9.0244,7.3108,7.0152
2539,0.8155,0.0,0.222,0.381,8.7934,6.754,7.0114
2540,0.8582,0.0,0.222,0.381,8.2855,6.2387,7.0082
2541,0.9,0.0,0.222,0.381,7.7046,5.796,7.0035
2542,0.942,0.0,0.222,0.381,6.9038,5.4828,6.9997
2543,0.9845,0.0,0.222,0.381,6.3668,5.2692,6.9983
2544,0.016,0.0,0.296,0.476,5.8104,5.245,6.9978
2545,0.0582,0.0,0.296,0.476,5.4528,5.4784,6.9962
2546,0.1005,0.0,0.296,0.476,5.1935,5.8389,6.9948
2547,0.1423,0.0,0.296,0.476,5.049,6.2682,6.9927
2548,0.1847,0.0,0.296,0.476,5.0241,6.7122,6.9888
2549,0.2265,0.0,0.296,0.476,5.0853,7.1518,6.986
2550,0.269,0.0,0.296,0.476,5.6651,7.5045,6.9821
2551,0.3105,0.0,0.296,0.476,6.8533,7.6425,6.9786
2552,0.353,0.0,0.296,0.476,7.3566,7.6845,6.9775
2553,0.395,0.0,0.296,0.476,7.6247,7.6899,6.9752
2554,0.437,0.0,0.296,0.476,7.6885,7.7245,6.9697
2555,0.4795,0.0,0.296,0.476,7.7226,7.8259,6.9635
2556,0.521,0.0,0.296,0.476,7.7811,8.0007,6.9571
2557,0.5632,0.0,0.296,0.476,7.6817,8.1708,6.9488
2558,0.6055,0.0,0.296,0.476,7.6086,8.2708,6.9396
2559,0.6475,0.0,0.296,0.476,7.6568,8.2597,6.9307
2560,0.6898,0.0,0.296,0.476,7.8962,8.0792,6.9216
2561,0.7315,0.0,0.296,0.476,8.331,7.7465,6.9084
2562,0.774,0.0,0.296,0.476,8.8297,7.2411,6.9006
2563,0.8155,0.0,0.296,0.476,8.7024,6.693,6.8988
2564,0.8582,0.0,0.296,0.476,8.2087,6.185,6.9
2565,0.9,0.0,0.296,0.476,7.5903,5.7532,6.9021
2566,0.942,0.0,0.296,0.476,6.8131,5.4394,6.906
2567,0.9845,0.0,0.296,0.476,6.3347,5.2196,6.908
2568,0.016,0.0,0.444,0.524,5.7974,5.1822,6.9086
2569,0.0582,0.0,0.444,0.524,5.4138,5.4083,6.9101
2570,0.1005,0.0,0.444,0.524,5.1606,5.7698,6.911
2571,0.1423,0.0,0.444,0.524,4.9996,6.1979,6.9117
2572,0.1847,0.0,0.444,0.524,4.93,6.6358,6.9131
2573,0.2265,0.0,0.444,0.524,5.0164,7.0619,6.9149
2574,0.269,0.0,0.444,0.524,5.5729,7.4045,6.9161
2575,0.3105,0.0,0.444,0.524,6.7699,7.5231,6.9131
2576,0.353,0.0,0.444,0.524,7.3302,7.5326,6.9113
2577,0.395,0.0,0.444,0.524,7.5677,7.5119,6.9134
2578,0.437,0.0,0.444,0.524,7.5577,7.5319,6.9186
2579,0.4795,0.0,0.444,0.524,7.5727,7.6056,6.9231
2580,0.521,0.0,0.444,0.524,7.6289,7.7745,6.924
2581,0.5632,0.0,0.444,0.524,7.4813,7.9708,6.9244
2582,0.6055,0.0,0.444,0.524,7.3872,8.1125,6.9249
2583,0.6475,0.0,0.444,0.524,7.4434,8.1456,6.9244
2584,0.6898,0.0,0.444,0.524,7.6778,8.0168,6.9189
2585,0.7315,0.0,0.444,0.524,8.0148,7.7451,6.9148
2586,0.774,0.0,0.444,0.524,8.6423,7.2733,6.9075
2587,0.8155,0.0,0.444,0.524,8.6592,6.7384,6.8955
2588,0.8582,0.0,0.444,0.524,8.2377,6.2291,6.881
2589,0.9,0.0,0.444,0.524,7.6419,5.7914,6.8678
2590,0.942,0.0,0.444,0.524,6.9049,5.468,6.8564
2591,0.9845,0.0,0.444,0.524,6.3848,5.2471,6.8559
2592,0.016,0.0,0.259,0.286,5.8112,5.2123,6.8574
2593,0.0582,0.0,0.259,0.286,5.4501,5.4201,6.8534
2594,0.1005,0.0,0.259,0.286,5.1817,5.7712,6.8459
2595,0.1423,0.0,0.259,0.286,5.0157,6.2047,6.838
2596,0.1847,0.0,0.259,0.286,4.9648,6.6577,6.8285
2597,0.2265,0.0,0.259,0.286,5.0589,7.0947,6.8145
2598,0.269,0.0,0.259,0.286,5.6027,7.4361,6.7854
2599,0.3105,0.0,0.259,0.286,6.6969,7.5681,6.7245
2600,0.353,0.0,0.259,0.286,7.2881,7.5866,6.6591
2601,0.395,0.0,0.259,0.286,7.617,7.5558,6.6097
2602,0.437,0.0,0.259,0.286,7.6828,7.5331,6.5735
2603,0.4795,0.0,0.259,0.286,7.6805,7.5723,6.5425
2604,0.521,0.0,0.259,0.286,7.6514,7.7083,6.5139
2605,0.5632,0.0,0.259,0.286,7.4885,7.8555,6.4904
2606,0.6055,0.0,0.259,0.286,7.3994,7.9369,6.4677
2607,0.6475,0.0,0.259,0.286,7.4323,7.9191,6.4448
2608,0.6898,0.0,0.259,0.286,7.5463,7.7669,6.4221
2609,0.7315,0.0,0.259,0.286,7.9157,7.5096,6.398
2610,0.774,0.0,0.259,0.286,8.4676,7.0728,6.3688
2611,0.8155,0.0,0.259,0.286,8.372,6.5697,6.3376
2612,0.8582,0.0,0.259,0.286,7.8878,6.0889,6.307
2613,0.9,0.0,0.259,0.286,7.3252,5.6725,6.2811
2614,0.942,0.0,0.259,0.286,6.633,5.3564,6.265
2615,0.9845,0.0,0.259,0.286,6.3722,5.0815,6.2524
2616,0.016,1.0,0.333,0.524,5.8463,4.9243,6.2468
2617,0.0582,1.0,0.333,0.524,5.3538,4.9047,6.2454
2618,0.1005,1.0,0.333,0.524,5.0031,5.0239,6.2451
2619,0.1423,1.0,0.333,0.524,4.8268,5.2912,6.2441
2620,0.1847,1.0,0.333,0.524,4.7365,5.6376,6.242
2621,0.2265,1.0,0.333,0.524,4.7227,6.0066,6.2387
2622,0.269,1.0,0.333,0.524,4.9029,6.3503,6.2303
2623,0.3105,1.0,0.333,0.524,5.2363,6.6318,6.2139
2624,0.353,1.0,0.333,0.524,5.7182,6.821,6.1899
2625,0.395,1.0,0.333,0.524,6.4303,6.8966,6.1599
2626,0.437,1.0,0.333,0.524,6.8151,6.9274,6.1393
2627,0.4795,1.0,0.333,0.524,6.9371,6.9942,6.1303
2628,0.521,1.0,0.333,0.524,6.965,7.1278,6.1328
2629,0.5632,1.0,0.333,0.524,6.9252,7.2443,6.137
2630,0.6055,1.0,0.333,0.524,6.8533,7.294,6.1329
2631,0.6475,1.0,0.333,0.524,6.8839,7.264,6.1195
2632,0.6898,1.0,0.333,0.524,7.0002,7.1386,6.099
2633,0.7315,1.0,0.333,0.524,7.3378,6.9273,6.079
2634,0.774,1.0,0.333,0.524,7.7666,6.5846,6.0658
2635,0.8155,1.0,0.333,0.524,7.6243,6.2006,6.0644
2636,0.8582,1.0,0.333,0.524,7.1512,5.8415,6.0686
2637,0.9,1.0,0.333,0.524,6.7041,5.5246,6.0731
2638,0.942,1.0,0.333,0.524,6.2475,5.2642,6.0737
2639,0.9845,1.0,0.333,0.524,6.0701,5.0266,6.0658
2640,0.016,1.0,0.481,0.381,5.7106,4.8584,6.0545
2641,0.0582,1.0,0.481,0.381,5.3201,4.779,6.0461
2642,0.1005,1.0,0.481,0.381,4.9966,4.803,6.0442
2643,0.1423,1.0,0.481,0.381,4.803,4.9544,6.0445
2644,0.1847,1.0,0.481,0.381,4.6849,5.2271,6.0464
2645,0.2265,1.0,0.481,0.381,4.6443,5.5733,6.054
2646,0.269,1.0,0.481,0.381,4.7013,5.9603,6.0841
2647,0.3105,1.0,0.481,0.381,4.8436,6.324,6.155
2648,0.353,1.0,0.481,0.381,5.1407,6.593,6.2406
2649,0.395,1.0,0.481,0.381,5.7117,6.7349,6.3211
2650,0.437,1.0,0.481,0.381,6.3209,6.7662,6.383
2651,0.4795,1.0,0.481,0.381,6.7214,6.7888,6.4298
2652,0.521,1.0,0.481,0.381,7.0235,6.8598,6.4658
2653,0.5632,1.0,0.481,0.381,7.0258,6.9541,6.4977
2654,0.6055,1.0,0.481,0.381,6.7546,7.0371,6.5406
2655,0.6475,1.0,0.481,0.381,6.5634,7.0783,6.5937
2656,0.6898,1.0,0.481,0.381,6.5087,7.0372,6.6594
2657,0.7315,1.0,0.481,0.381,6.8567,6.8744,6.7204
2658,0.774,1.0,0.481,0.381,7.4495,6.5397,6.769
2659,0.8155,1.0,0.481,0.381,7.5914,6.1274,6.8111
2660,0.8582,1.0,0.481,0.381,7.2529,5.7436,6.8515
2661,0.9,1.0,0.481,0.381,6.8105,5.4104,6.8881
2662,0.942,1.0,0.481,0.381,6.2624,5.1548,6.9127
2663,0.9845,1.0,0.481,0.381,5.8796,4.9794,6.9348
2664,0.016,0.0,0.222,0.238,5.4413,4.9767,6.951
2665,0.0582,0.0,0.222,0.238,5.1174,5.2146,6.9664
2666,0.1005,0.0,0.222,0.238,4.9503,5.5887,6.9773
2667,0.1423,0.0,0.222,0.238,4.8111,6.061,6.9872
2668,0.1847,0.0,0.222,0.238,4.7292,6.5739,6.9998
2669,0.2265,0.0,0.222,0.238,4.8271,7.0768,7.0105
2670,0.269,0.0,0.222,0.238,5.4253,7.4871,7.0221
2671,0.3105,0.0,0.222,0.238,6.5447,7.6947,7.0322
2672,0.353,0.0,0.222,0.238,7.1948,7.7929,7.0409
2673,0.395,0.0,0.222,0.238,7.6449,7.825,7.0473
2674,0.437,0.0,0.222,0.238,7.8063,7.8715,7.0504
2675,0.4795,0.0,0.222,0.238,7.8446,7.951,7.0536
2676,0.521,0.0,0.222,0.238,7.887,8.0727,7.057
2677,0.5632,0.0,0.222,0.238,7.7903,8.2079,7.059
2678,0.6055,0.0,0.222,0.238,7.7842,8.2807,7.0584
2679,0.6475,0.0,0.222,0.238,7.8377,8.2561,7.0565
2680,0.6898,0.0,0.222,0.238,8.0851,8.0508,7.0623
2681,0.7315,0.0,0.222,0.238,8.3219,7.7321,7.0722
2682,0.774,0.0,0.222,0.238,8.6171,7.2673,7.0818
2683,0.8155,0.0,0.222,0.238,8.6014,6.7484,7.0913
2684,0.8582,0.0,0.222,0.238,8.2209,6.2469,7.0995
2685,0.9,0.0,0.222,0.238,7.6905,5.8068,7.1064
2686,0.942,0.0,0.222,0.238,6.8533,5.5029,7.1144
2687,0.9845,0.0,0.222,0.238,6.4097,5.2821,7.1178
2688,0.016,0.0,0.185,0.238,5.8284,5.2612,7.1218
2689,0.0582,0.0,0.185,0.238,5.4876,5.4778,7.1244
2690,0.1005,0.0,0.185,0.238,5.2123,5.843,7.1283
2691,0.1423,0.0,0.185,0.238,5.0493,6.3011,7.1342
2692,0.1847,0.0,0.185,0.238,5.0302,6.7766,7.1392
2693,0.2265,0.0,0.185,0.238,5.0849,7.2493,7.145
2694,0.269,0.0,0.185,0.238,5.7029,7.6267,7.1492
2695,0.3105,0.0,0.185,0.238,6.7871,7.8018,7.1547
2696,0.353,0.0,0.185,0.238,7.4032,7.8629,7.1588
2697,0.395,0.0,0.185,0.238,7.7983,7.8622,7.1591
2698,0.437,0.0,0.185,0.238,7.8828,7.9191,7.1577
2699,0.4795,0.0,0.185,0.238,7.9214,8.0252,7.1517
2700,0.521,0.0,0.185,0.238,7.9673,8.1721,7.1438
2701,0.5632,0.0,0.185,0.238,7.8377,8.3372,7.1343
2702,0.6055,0.0,0.185,0.238,7.77,8.4451,7.1233
2703,0.6475,0.0,0.185,0.238,7.7937,8.4554,7.1143
2704,0.6898,0.0,0.185,0.238,8.2243,8.2592,7.0961
2705,0.7315,0.0,0.185,0.238,8.5582,7.9147,7.0788
2706,0.774,0.0,0.185,0.238,8.8485,7.4273,7.0669
2707,0.8155,0.0,0.185,0.238,8.8286,6.8808,7.0609
2708,0.8582,0.0,0.185,0.238,8.4175,6.3622,7.0534
2709,0.9,0.0,0.185,0.238,7.8553,5.9181,7.0448
2710,0.942,0.0,0.185,0.238,7.0472,5.602,7.0391
2711,0.9845,0.0,0.185,0.238,6.4911,5.391,7.034
2712,0.016,0.0,0.222,0.333,5.924,5.3707,7.0289
2713,0.0582,0.0,0.222,0.333,5.5499,5.5989,7.0234
2714,0.1005,0.0,0.222,0.333,5.3056,5.9651,7.0169
2715,0.1423,0.0,0.222,0.333,5.1908,6.4006,7.0104
2716,0.1847,0.0,0.222,0.333,5.1503,6.8504,7.0038
2717,0.2265,0.0,0.222,0.333,5.2253,7.2759,6.9973
2718,0.269,0.0,0.222,0.333,5.8024,7.6052,6.9911
2719,0.3105,0.0,0.222,0.333,6.9191,7.7202,6.984
2720,0.353,0.0,0.222,0.333,7.5031,7.7206,6.9781
2721,0.395,0.0,0.222,0.333,7.8037,7.6831,6.9712
2722,0.437,0.0,0.222,0.333,7.8492,7.6727,6.9657
2723,0.4795,0.0,0.222,0.333,7.778,7.7335,6.9635
2724,0.521,0.0,0.222,0.333,7.7784,7.8642,6.9606
2725,0.5632,0.0,0.222,0.333,7.609,8.0435,6.9585
2726,0.6055,0.0,0.222,0.333,7.5054,8.1655,6.9547
2727,0.6475,0.0,0.222,0.333,7.5788,8.1774,6.951
2728,0.6898,0.0,0.222,0.333,7.7868,8.0311,6.9483
2729,0.7315,0.0,0.222,0.333,8.1429,7.7355,6.9457
2730,0.774,0.0,0.222,0.333,8.5624,7.2756,6.9451
2731,0.8155,0.0,0.222,0.333,8.6848,6.7309,6.9406
2732,0.8582,0.0,0.222,0.333,8.2373,6.2165,6.9363
2733,0.9,0.0,0.222,0.333,7.6503,5.7804,6.9324
2734,0.942,0.0,0.222,0.333,6.9091,5.4611,6.9278
2735,0.9845,0.0,0.222,0.333,6.3687,5.2444,6.9246
2736,0.016,0.0,0.37,0.381,5.8031,5.2194,6.9223
2737,0.0582,0.0,0.37,0.381,5.4169,5.4412,6.9207
2738,0.1005,0.0,0.37,0.381,5.1507,5.8096,6.9191
2739,0.1423,0.0,0.37,0.381,5.034,6.244,6.9165
2740,0.1847,0.0,0.37,0.381,4.9931,6.6978,6.9132
2741,0.2265,0.0,0.37,0.381,5.0685,7.1408,6.9095
2742,0.269,0.0,0.37,0.381,5.6532,7.4831,6.9031
2743,0.3105,0.0,0.37,0.381,6.7477,7.6184,6.8966
2744,0.353,0.0,0.37,0.381,7.3612,7.6273,6.8905
2745,0.395,0.0,0.37,0.381,7.6404,7.602,6.8831
2746,0.437,0.0,0.37,0.381,7.7157,7.6033,6.8748
2747,0.4795,0.0,0.37,0.381,7.7264,7.6621,6.8667
2748,0.521,0.0,0.37,0.381,7.7073,7.8023,6.8595
2749,0.5632,0.0,0.37,0.381,7.5597,7.972,6.8504
2750,0.6055,0.0,0.37,0.381,7.4143,8.0918,6.8401
2751,0.6475,0.0,0.37,0.381,7.4889,8.103,6.8264
2752,0.6898,0.0,0.37,0.381,7.723,7.9489,6.8109
2753,0.7315,0.0,0.37,0.381,8.0794,7.6511,6.7959
2754,0.774,0.0,0.37,0.381,8.5483,7.1844,6.7822
2755,0.8155,0.0,0.37,0.381,8.5781,6.6513,6.7708
2756,0.8582,0.0,0.37,0.381,8.1329,6.1476,6.7568
2757,0.9,0.0,0.37,0.381,7.5562,5.7171,6.7432
2758,0.942,0.0,0.37,0.381,6.7986,5.4028,6.7345
2759,0.9845,0.0,0.37,0.381,6.2926,5.1838,6.7344
2760,0.016,0.0,0.444,0.476,5.748,5.1425,6.7353
2761,0.0582,0.0,0.444,0.476,5.3794,5.3445,6.7338
2762,0.1005,0.0,0.444,0.476,5.1109,5.6954,6.7302
2763,0.1423,0.0,0.444,0.476,4.9732,6.1101,6.7242
2764,0.1847,0.0,0.444,0.476,4.9124,6.5444,6.7165
2765,0.2265,0.0,0.444,0.476,4.979,6.9696,6.7049
2766,0.269,0.0,0.444,0.476,5.5002,7.3089,6.6817
2767,0.3105,0.0,0.444,0.476,6.5913,7.4338,6.628
2768,0.353,0.0,0.444,0.476,7.2162,7.4256,6.5695
2769,0.395,0.0,0.444,0.476,7.4614,7.3752,6.5271
